date,symbol,part,source,detail,claimed,expected,gap,tol,status
2026-09-23,TLT,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-23,TLT,A,context,win rate (not independently checked),,,,,not_checked
2026-09-23,TLT,A,context,beta (not independently checked),,,,,not_checked
2026-09-23,TLT,A,context,correlation (not independently checked),,,,,not_checked
2026-09-23,TLT,A,context,percentile (not independently checked),,,,,not_checked
2026-09-23,TLT,B,ceo.headline,headline vote-weight %,73.0,73.0,0.0,0.5,verified
2026-09-23,TLT,C,analyst:Quantitative Strategist|openrouter/free,20,20.0,,,,supported
2026-09-23,TLT,C,analyst:Quantitative Strategist|openrouter/free,100,100.0,,,,supported
2026-09-23,TLT,C,analyst:Quantitative Strategist|openrouter/free,38.8,38.8,,,,supported
2026-09-23,TLT,C,analyst:Quantitative Strategist|openrouter/free,5.8%,5.8,,,,supported
2026-09-23,TLT,C,analyst:Quantitative Strategist|openrouter/free,60,60.0,,,,supported
2026-09-23,TLT,C,analyst:Quantitative Strategist|openrouter/free,200,200.0,,,,supported
2026-09-23,TLT,C,analyst:Quantitative Strategist|openrouter/free,1.60,1.6,,,,supported
2026-09-23,TLT,C,analyst:Quantitative Strategist|openrouter/free,0.30,0.3,,,,supported
2026-09-23,TLT,C,analyst:Quantitative Strategist|openrouter/free,31%,31.0,,,,supported
2026-09-23,TLT,C,analyst:Quantitative Strategist|openrouter/free,49,49.0,,,,supported
2026-09-23,TLT,C,analyst:Risk Manager|openrouter/free,20,20.0,,,,supported
2026-09-23,TLT,C,analyst:Risk Manager|openrouter/free,5.8%,5.8,,,,supported
2026-09-23,TLT,C,analyst:Risk Manager|openrouter/free,60,60.0,,,,supported
2026-09-23,TLT,C,analyst:Risk Manager|openrouter/free,200,200.0,,,,supported
2026-09-23,TLT,C,analyst:Risk Manager|openrouter/free,20,20.0,,,,supported
2026-09-23,TLT,C,analyst:Risk Manager|openrouter/free,100,100.0,,,,supported
2026-09-23,TLT,C,analyst:Risk Manager|openrouter/free,49,49.0,,,,supported
2026-09-23,TLT,C,analyst:Risk Manager|openrouter/free,100,100.0,,,,supported
2026-09-23,TLT,C,analyst:Risk Manager|openrouter/free,0.30,0.3,,,,supported
2026-09-23,TLT,C,analyst:Value Investor|nvidia/nemotron-3-ultra-550b-a55b:free,20,20.0,,,,supported
2026-09-23,TLT,C,analyst:Global Macro|gemini-3.1-flash-lite,0.71,0.71,,,,supported
2026-09-23,TLT,C,analyst:Global Macro|gemini-3.1-flash-lite,5.11%,5.11,,,,supported
2026-09-23,TLT,C,analyst:Global Macro|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-23,TLT,C,analyst:Global Macro|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-23,TLT,C,analyst:Global Macro|gemini-3.1-flash-lite,11.6%,11.6,,,,supported
2026-09-23,TLT,C,analyst:Global Macro|gemini-3.1-flash-lite,252,252.0,,,,supported
2026-09-23,TLT,C,analyst:Global Macro|gemini-3.1-flash-lite,38.8,38.8,,,,supported
2026-09-23,TLT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,0.71,0.71,,,,supported
2026-09-23,TLT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-23,TLT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-23,TLT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-23,TLT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,5.8%,5.8,,,,supported
2026-09-23,TLT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-23,TLT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,1.6%,1.6,,,,supported
2026-09-23,TLT,C,analyst:Personal Context|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-23,TLT,C,analyst:Personal Context|gemini-3.1-flash-lite,0.71,0.71,,,,supported
2026-09-23,TLT,C,analyst:Personal Context|gemini-3.1-flash-lite,5.8%,5.8,,,,supported
2026-09-23,TLT,C,analyst:Personal Context|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-23,TSLA,A,context,last price,380.12,380.119995,5e-06,0.005,verified
2026-09-23,TSLA,A,context,1-day move %,0.3,0.321985,0.021985,0.05,verified
2026-09-23,TSLA,A,context,5-day move %,6.2,6.155052,0.044948,0.05,verified
2026-09-23,TSLA,A,context,20-day move %,8.5,8.528193,0.028193,0.05,verified
2026-09-23,TSLA,A,context,distance from 60-day high %,-10.6,-10.623088,0.023088,0.05,verified
2026-09-23,TSLA,A,context,distance from 252-day high %,-22.4,-22.405489,0.005489,0.05,verified
2026-09-23,TSLA,A,context,20-day volatility %,45.0,44.501165,0.498835,0.5,verified
2026-09-23,TSLA,A,context,RSI,60.6,60.594145,0.005855,0.05,verified
2026-09-23,TSLA,A,context,engine confidence %,51.0,50.594145,0.405855,0.5,verified
2026-09-23,TSLA,A,context,engine signal,SELL,SELL,,,verified
2026-09-23,TSLA,A,context,above/below 200-day average,below,below,,,verified
2026-09-23,TSLA,A,context,risk score,72.0,72.4,0.4,0.5,verified
2026-09-23,TSLA,A,context,risk level,HIGH,HIGH,,,verified
2026-09-23,TSLA,A,context,macro line (verbatim),present,present,,,verified
2026-09-23,TSLA,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-23,TSLA,A,context,win rate (not independently checked),,,,,not_checked
2026-09-23,TSLA,A,context,beta (not independently checked),,,,,not_checked
2026-09-23,TSLA,A,context,correlation (not independently checked),,,,,not_checked
2026-09-23,TSLA,A,context,percentile (not independently checked),,,,,not_checked
2026-09-23,TSLA,B,ceo.headline,headline vote-weight %,69.0,69.0,0.0,0.5,verified
2026-09-23,TSLA,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-23,TSLA,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,352.0,352.0,,,,supported
2026-09-23,TSLA,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,2.0,2.0,,,,supported
2026-09-23,TSLA,C,analyst:Risk Manager|gemini-flash-latest,72,72.0,,,,supported
2026-09-23,TSLA,C,analyst:Risk Manager|gemini-flash-latest,100,100.0,,,,supported
2026-09-23,TSLA,C,analyst:Risk Manager|gemini-flash-latest,45%,45.0,,,,supported
2026-09-23,TSLA,C,analyst:Risk Manager|gemini-flash-latest,2.0,2.0,,,,supported
2026-09-23,TSLA,C,analyst:Risk Manager|gemini-flash-latest,352.0,352.0,,,,supported
2026-09-23,TSLA,C,analyst:Risk Manager|gemini-flash-latest,-2.9%,-2.9,,,,supported
2026-09-23,TSLA,C,analyst:Risk Manager|gemini-flash-latest,51%,51.0,,,,supported
2026-09-23,TSLA,C,analyst:Risk Manager|gemini-flash-latest,-1.12,-1.12,,,,supported
2026-09-23,TSLA,C,analyst:Value Investor|gemini-flash-latest,352.0,352.0,,,,supported
2026-09-23,TSLA,C,analyst:Value Investor|gemini-flash-latest,-2.9%,-2.9,,,,supported
2026-09-23,TSLA,C,analyst:Value Investor|gemini-flash-latest,5%,5.0,,,,supported
2026-09-23,TSLA,C,analyst:Value Investor|gemini-flash-latest,5.11%,5.11,,,,supported
2026-09-23,TSLA,C,analyst:Value Investor|gemini-flash-latest,4.0%,4.0,,,,supported
2026-09-23,TSLA,C,analyst:Value Investor|gemini-flash-latest,6.6%,6.6,,,,supported
2026-09-23,TSLA,C,analyst:Behavioral Coach|gemini-3.7-flash,+8.5%,8.5,,,,supported
2026-09-23,TSLA,C,analyst:Behavioral Coach|gemini-3.7-flash,20,20.0,,,,supported
2026-09-23,TSLA,C,analyst:Behavioral Coach|gemini-3.7-flash,45%,45.0,,,,supported
2026-09-23,TSLA,C,analyst:Behavioral Coach|gemini-3.7-flash,352.0,352.0,,,,supported
2026-09-23,TSLA,C,analyst:Behavioral Coach|gemini-3.7-flash,-1.12,-1.12,,,,supported
2026-09-23,TSLA,C,analyst:Technological Innovator|gemini-flash-latest,-2.9%,-2.9,,,,supported
2026-09-23,TSLA,C,analyst:Technological Innovator|gemini-flash-latest,4.6%,4.6,,,,supported
2026-09-23,TSLA,C,analyst:Technological Innovator|gemini-flash-latest,352.0,352.0,,,,supported
2026-09-23,TSLA,C,analyst:Technological Innovator|gemini-flash-latest,5.11%,5.11,,,,supported
2026-09-23,TSLA,C,analyst:Personal Context|gemini-flash-latest,20,20.0,,,,supported
2026-09-23,TSLA,C,analyst:Personal Context|gemini-flash-latest,45%,45.0,,,,supported
2026-09-23,TSLA,C,analyst:Personal Context|gemini-flash-latest,2.0,2.0,,,,supported
2026-09-23,TSLA,C,analyst:Personal Context|gemini-flash-latest,72,72.0,,,,supported
2026-09-23,TSLA,C,analyst:Personal Context|gemini-flash-latest,100,100.0,,,,supported
2026-09-23,V,A,context,last price,361.52,361.519989,1.1e-05,0.005,verified
2026-09-23,V,A,context,1-day move %,-0.1,-0.143636,0.043636,0.05,verified
2026-09-23,V,A,context,5-day move %,-2.5,-2.536868,0.036868,0.05,verified
2026-09-23,V,A,context,20-day move %,-5.9,-5.888485,0.011515,0.05,verified
2026-09-23,V,A,context,distance from 60-day high %,-5.9,-5.888485,0.011515,0.05,verified
2026-09-23,V,A,context,distance from 252-day high %,-5.9,-5.888485,0.011515,0.05,verified
2026-09-23,V,A,context,20-day volatility %,16.0,15.727131,0.272869,0.5,verified
2026-09-23,V,A,context,RSI,40.4,40.423454,0.023454,0.05,verified
2026-09-23,V,A,context,engine confidence %,50.0,50.0,0.0,0.5,verified
2026-09-23,V,A,context,engine signal,HOLD,HOLD,,,verified
2026-09-23,V,A,context,above/below 200-day average,above,above,,,verified
2026-09-23,V,A,context,risk score,25.0,25.2,0.2,0.5,verified
2026-09-23,V,A,context,risk level,LOW,LOW,,,verified
2026-09-23,V,A,context,macro line (verbatim),present,present,,,verified
2026-09-23,V,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-23,V,A,context,win rate (not independently checked),,,,,not_checked
2026-09-23,V,A,context,beta (not independently checked),,,,,not_checked
2026-09-23,V,A,context,correlation (not independently checked),,,,,not_checked
2026-09-23,V,A,context,percentile (not independently checked),,,,,not_checked
2026-09-23,V,B,ceo.headline,headline vote-weight %,85.0,85.0,0.0,0.5,verified
2026-09-23,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,30,30.0,,,,supported
2026-09-23,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-23,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,5.9%,5.9,,,,supported
2026-09-23,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-23,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,40.4,40.4,,,,supported
2026-09-23,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,25,25.0,,,,supported
2026-09-23,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-23,V,C,analyst:Value Investor|gemini-3.1-flash-lite,50.1%,50.1,,,,supported
2026-09-23,V,C,analyst:Value Investor|gemini-3.1-flash-lite,53%,53.0,,,,supported
2026-09-23,V,C,analyst:Value Investor|gemini-3.1-flash-lite,53.9%,53.9,,,,supported
2026-09-23,V,C,analyst:Value Investor|gemini-3.1-flash-lite,5.9%,5.9,,,,supported
2026-09-23,V,C,analyst:Value Investor|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-23,V,C,analyst:Value Investor|gemini-3.1-flash-lite,0.52,0.52,,,,supported
2026-09-23,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-23,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,5.9%,5.9,,,,supported
2026-09-23,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-23,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,25,25.0,,,,supported
2026-09-23,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-23,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-23,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,5.9%,5.9,,,,supported
2026-09-23,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-23,V,C,analyst:Global Macro|gemini-3.1-flash-lite,0.71,0.71,,,,supported
2026-09-23,V,C,analyst:Global Macro|gemini-3.1-flash-lite,5.11%,5.11,,,,supported
2026-09-23,V,C,analyst:Global Macro|gemini-3.1-flash-lite,3.4%,3.4,,,,supported
2026-09-23,V,C,analyst:Global Macro|gemini-3.1-flash-lite,50.1%,50.1,,,,supported
2026-09-23,V,C,analyst:Global Macro|gemini-3.1-flash-lite,53%,53.0,,,,supported
2026-09-23,V,C,analyst:Global Macro|gemini-3.1-flash-lite,5.9%,5.9,,,,supported
2026-09-23,V,C,analyst:Global Macro|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-23,V,C,analyst:Technological Innovator|gemini-3.1-flash-lite,60.0%,60.0,,,,supported
2026-09-23,V,C,analyst:Technological Innovator|gemini-3.1-flash-lite,53%,53.0,,,,supported
2026-09-23,V,C,analyst:Technological Innovator|gemini-3.1-flash-lite,5.9%,5.9,,,,supported
2026-09-23,V,C,analyst:Technological Innovator|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-23,V,C,analyst:Technological Innovator|gemini-3.1-flash-lite,25,25.0,,,,supported
2026-09-23,V,C,analyst:Personal Context|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-23,V,C,analyst:Personal Context|gemini-3.1-flash-lite,361.52,361.52,,,,supported
2026-09-23,V,C,analyst:Personal Context|gemini-3.1-flash-lite,5.9%,5.9,,,,supported
2026-09-23,V,C,analyst:Personal Context|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-23,V,C,analyst:Personal Context|gemini-3.1-flash-lite,50.1%,50.1,,,,supported
2026-09-23,V,C,analyst:Personal Context|gemini-3.1-flash-lite,53%,53.0,,,,supported
2026-09-24,AAPL,A,context,last price,335.92,335.920013,1.3e-05,0.005,verified
2026-09-24,AAPL,A,context,1-day move %,-0.3,-0.326383,0.026383,0.05,verified
2026-09-24,AAPL,A,context,5-day move %,-0.3,-0.320471,0.020471,0.05,verified
2026-09-24,AAPL,A,context,20-day move %,7.2,7.168608,0.031392,0.05,verified
2026-09-24,AAPL,A,context,distance from 60-day high %,-1.1,-1.138041,0.038041,0.05,verified
2026-09-24,AAPL,A,context,distance from 252-day high %,-1.1,-1.138041,0.038041,0.05,verified
2026-09-24,AAPL,A,context,20-day volatility %,22.0,21.938875,0.061125,0.5,verified
2026-09-24,AAPL,A,context,RSI,61.4,61.359814,0.040186,0.05,verified
2026-09-24,AAPL,A,context,engine confidence %,50.0,50.0,0.0,0.5,verified
2026-09-24,AAPL,A,context,engine signal,HOLD,HOLD,,,verified
2026-09-24,AAPL,A,context,above/below 200-day average,above,above,,,verified
2026-09-24,AAPL,A,context,risk score,21.0,20.8,0.2,0.5,verified
2026-09-24,AAPL,A,context,risk level,LOW,LOW,,,verified
2026-09-24,AAPL,A,context,macro line (verbatim),present,present,,,verified
2026-09-24,AAPL,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-24,AAPL,A,context,win rate (not independently checked),,,,,not_checked
2026-09-24,AAPL,A,context,beta (not independently checked),,,,,not_checked
2026-09-24,AAPL,A,context,correlation (not independently checked),,,,,not_checked
2026-09-24,AAPL,A,context,percentile (not independently checked),,,,,not_checked
2026-09-24,AAPL,B,ceo.headline,headline vote-weight %,86.0,86.0,0.0,0.5,verified
2026-09-24,AAPL,C,analyst:Quantitative Strategist|gemini-3.5-flash,-1.1%,-1.1,,,,supported
2026-09-24,AAPL,C,analyst:Quantitative Strategist|gemini-3.5-flash,60,60.0,,,,supported
2026-09-24,AAPL,C,analyst:Quantitative Strategist|gemini-3.5-flash,252,252.0,,,,supported
2026-09-24,AAPL,C,analyst:Quantitative Strategist|gemini-3.5-flash,21,21.0,,,,supported
2026-09-24,AAPL,C,analyst:Quantitative Strategist|gemini-3.5-flash,100,100.0,,,,supported
2026-09-24,AAPL,C,analyst:Risk Manager|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-24,AAPL,C,analyst:Risk Manager|gemini-3.1-flash-lite,22%,22.0,,,,supported
2026-09-24,AAPL,C,analyst:Risk Manager|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-24,AAPL,C,analyst:Risk Manager|gemini-3.1-flash-lite,-0.20,-0.2,,,,supported
2026-09-24,AAPL,C,analyst:Risk Manager|gemini-3.1-flash-lite,24%,24.0,,,,supported
2026-09-24,AAPL,C,analyst:Risk Manager|gemini-3.1-flash-lite,45.0,45.0,,,,supported
2026-09-24,AAPL,C,analyst:Risk Manager|gemini-3.1-flash-lite,1.25,1.25,,,,supported
2026-09-24,AAPL,C,analyst:Value Investor|gemini-3.1-flash-lite,45.0,45.0,,,,supported
2026-09-24,AAPL,C,analyst:Value Investor|gemini-3.1-flash-lite,6.4%,6.4,,,,supported
2026-09-24,AAPL,C,analyst:Value Investor|gemini-3.1-flash-lite,1.06,1.06,,,,supported
2026-09-24,AAPL,C,analyst:Value Investor|gemini-3.1-flash-lite,5.18%,5.18,,,,supported
2026-09-24,AAPL,C,analyst:Behavioral Coach|gemini-3.5-flash,-1.1%,-1.1,,,,supported
2026-09-24,AAPL,C,analyst:Behavioral Coach|gemini-3.5-flash,60,60.0,,,,supported
2026-09-24,AAPL,C,analyst:Behavioral Coach|gemini-3.5-flash,45.0,45.0,,,,supported
2026-09-24,AAPL,C,analyst:Behavioral Coach|gemini-3.5-flash,-0.20,-0.2,,,,supported
2026-09-24,AAPL,C,analyst:Behavioral Coach|gemini-3.5-flash,24%,24.0,,,,supported
2026-09-24,AAPL,C,analyst:Behavioral Coach|gemini-3.5-flash,21,21.0,,,,supported
2026-09-24,AAPL,C,analyst:Behavioral Coach|gemini-3.5-flash,100,100.0,,,,supported
2026-09-24,AAPL,C,analyst:Global Macro|gemini-3.1-flash-lite,5.18%,5.18,,,,supported
2026-09-24,AAPL,C,analyst:Global Macro|gemini-3.1-flash-lite,45.0,45.0,,,,supported
2026-09-24,AAPL,C,analyst:Global Macro|gemini-3.1-flash-lite,6.4%,6.4,,,,supported
2026-09-24,AAPL,C,analyst:Global Macro|gemini-3.1-flash-lite,21,21.0,,,,supported
2026-09-24,AAPL,C,analyst:Global Macro|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-24,AAPL,C,analyst:Technological Innovator|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-24,AAPL,C,analyst:Technological Innovator|gemini-3.1-flash-lite,7.2%,7.2,,,,supported
2026-09-24,AAPL,C,analyst:Technological Innovator|gemini-3.1-flash-lite,45.0,45.0,,,,supported
2026-09-24,AAPL,C,analyst:Technological Innovator|gemini-3.1-flash-lite,6.4%,6.4,,,,supported
2026-09-24,AAPL,C,analyst:Technological Innovator|gemini-3.1-flash-lite,-0.20,-0.2,,,,supported
2026-09-24,AAPL,C,analyst:Technological Innovator|gemini-3.1-flash-lite,24%,24.0,,,,supported
2026-09-24,AAPL,C,analyst:Technological Innovator|gemini-3.1-flash-lite,1.25,1.25,,,,supported
2026-09-24,AAPL,C,analyst:Personal Context|gemini-3.1-flash-lite,45.0,45.0,,,,supported
2026-09-24,AAPL,C,analyst:Personal Context|gemini-3.1-flash-lite,-0.20,-0.2,,,,supported
2026-09-24,AAPL,C,analyst:Personal Context|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-24,AAPL,C,analyst:Personal Context|gemini-3.1-flash-lite,1.25,1.25,,,,supported
2026-09-24,AMZN,A,context,last price,249.38,249.380005,5e-06,0.005,verified
2026-09-24,AMZN,A,context,1-day move %,0.0,0.044129,0.044129,0.05,verified
2026-09-24,AMZN,A,context,5-day move %,-0.7,-0.720569,0.020569,0.05,verified
2026-09-24,AMZN,A,context,20-day move %,-4.2,-4.187795,0.012205,0.05,verified
2026-09-24,AMZN,A,context,distance from 60-day high %,-12.2,-12.196319,0.003681,0.05,verified
2026-09-24,AMZN,A,context,distance from 252-day high %,-12.2,-12.196319,0.003681,0.05,verified
2026-09-24,AMZN,A,context,20-day volatility %,28.0,28.04015,0.04015,0.5,verified
2026-09-24,AMZN,A,context,RSI,44.2,44.195182,0.004818,0.05,verified
2026-09-24,AMZN,A,context,engine confidence %,50.0,50.0,0.0,0.5,verified
2026-09-24,AMZN,A,context,engine signal,HOLD,HOLD,,,verified
2026-09-24,AMZN,A,context,above/below 200-day average,above,above,,,verified
2026-09-24,AMZN,A,context,risk score,45.0,45.4,0.4,0.5,verified
2026-09-24,AMZN,A,context,risk level,MEDIUM,MEDIUM,,,verified
2026-09-24,AMZN,A,context,macro line (verbatim),present,present,,,verified
2026-09-24,AMZN,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-24,AMZN,A,context,win rate (not independently checked),,,,,not_checked
2026-09-24,AMZN,A,context,beta (not independently checked),,,,,not_checked
2026-09-24,AMZN,A,context,correlation (not independently checked),,,,,not_checked
2026-09-24,AMZN,A,context,percentile (not independently checked),,,,,not_checked
2026-09-24,AMZN,B,ceo.headline,headline vote-weight %,100.0,100.0,0.0,0.5,verified
2026-09-24,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,44.2,44.2,,,,supported
2026-09-24,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-24,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,4.2%,4.2,,,,supported
2026-09-24,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-24,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-24,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,12.2%,12.2,,,,supported
2026-09-24,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-24,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,0.92x,0.92,,,,supported
2026-09-24,AMZN,C,analyst:Risk Manager|gemini-3.1-flash-lite,1.3,1.3,,,,supported
2026-09-24,AMZN,C,analyst:Risk Manager|gemini-3.1-flash-lite,28%,28.0,,,,supported
2026-09-24,AMZN,C,analyst:Risk Manager|gemini-3.1-flash-lite,12.2%,12.2,,,,supported
2026-09-24,AMZN,C,analyst:Risk Manager|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-24,AMZN,C,analyst:Risk Manager|gemini-3.1-flash-lite,34.8,34.8,,,,supported
2026-09-24,AMZN,C,analyst:Risk Manager|gemini-3.1-flash-lite,35%,35.0,,,,supported
2026-09-24,AMZN,C,analyst:Risk Manager|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-24,AMZN,C,analyst:Risk Manager|gemini-3.1-flash-lite,5.18%,5.18,,,,supported
2026-09-24,AMZN,C,analyst:Value Investor|gemini-3.1-flash-lite,34.8,34.8,,,,supported
2026-09-24,AMZN,C,analyst:Value Investor|gemini-3.1-flash-lite,1.1%,1.1,,,,supported
2026-09-24,AMZN,C,analyst:Value Investor|gemini-3.1-flash-lite,12.4%,12.4,,,,supported
2026-09-24,AMZN,C,analyst:Value Investor|gemini-3.1-flash-lite,0.16x,0.16,,,,supported
2026-09-24,AMZN,C,analyst:Value Investor|gemini-3.1-flash-lite,19%,19.0,,,,supported
2026-09-24,AMZN,C,analyst:Value Investor|gemini-3.1-flash-lite,1.3,1.3,,,,supported
2026-09-24,AMZN,C,analyst:Value Investor|gemini-3.1-flash-lite,28%,28.0,,,,supported
2026-09-24,AMZN,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,12.2%,12.2,,,,supported
2026-09-24,AMZN,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-24,AMZN,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-24,AMZN,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,28%,28.0,,,,supported
2026-09-24,AMZN,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-24,AMZN,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,34.8,34.8,,,,supported
2026-09-24,AMZN,C,analyst:Global Macro|gemini-3.1-flash-lite,0.80,0.8,,,,supported
2026-09-24,AMZN,C,analyst:Global Macro|gemini-3.1-flash-lite,5.18%,5.18,,,,supported
2026-09-24,AMZN,C,analyst:Global Macro|gemini-3.1-flash-lite,3.4%,3.4,,,,supported
2026-09-24,AMZN,C,analyst:Global Macro|gemini-3.1-flash-lite,34.8,34.8,,,,supported
2026-09-24,AMZN,C,analyst:Global Macro|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-24,AMZN,C,analyst:Global Macro|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-24,AMZN,C,analyst:Global Macro|gemini-3.1-flash-lite,12.2%,12.2,,,,supported
2026-09-24,AMZN,C,analyst:Global Macro|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-24,AMZN,C,analyst:Technological Innovator|gemini-3.1-flash-lite,1.1%,1.1,,,,supported
2026-09-24,AMZN,C,analyst:Technological Innovator|gemini-3.1-flash-lite,34.8,34.8,,,,supported
2026-09-24,AMZN,C,analyst:Technological Innovator|gemini-3.1-flash-lite,0.80,0.8,,,,supported
2026-09-24,AMZN,C,analyst:Personal Context|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-24,AMZN,C,analyst:Personal Context|gemini-3.1-flash-lite,34.8,34.8,,,,supported
2026-09-24,AMZN,C,analyst:Personal Context|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-24,AMZN,C,analyst:Personal Context|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-24,AMZN,C,analyst:Personal Context|gemini-3.1-flash-lite,1.3,1.3,,,,supported
2026-09-24,AMZN,C,analyst:Personal Context|gemini-3.1-flash-lite,28%,28.0,,,,supported
2026-09-24,AMZN,C,analyst:Personal Context|gemini-3.1-flash-lite,12.2%,12.2,,,,supported
2026-09-24,GLD,A,context,last price,391.69,391.690002,2e-06,0.005,verified
2026-09-24,GLD,A,context,1-day move %,-0.3,-0.302892,0.002892,0.05,verified
2026-09-24,GLD,A,context,5-day move %,-1.7,-1.674361,0.025639,0.05,verified
2026-09-24,GLD,A,context,20-day move %,-7.0,-7.03266,0.03266,0.05,verified
2026-09-24,GLD,A,context,distance from 60-day high %,-8.5,-8.498611,0.001389,0.05,verified
2026-09-24,GLD,A,context,distance from 252-day high %,-21.0,-21.014316,0.014316,0.05,verified
2026-09-24,GLD,A,context,20-day volatility %,23.0,23.020462,0.020462,0.5,verified
2026-09-24,GLD,A,context,RSI,43.6,43.596809,0.003191,0.05,verified
2026-09-24,GLD,A,context,engine confidence %,50.0,50.0,0.0,0.5,verified
2026-09-24,GLD,A,context,engine signal,HOLD,HOLD,,,verified
2026-09-24,GLD,A,context,above/below 200-day average,below,below,,,verified
2026-09-24,GLD,A,context,risk score,95.0,95.4,0.4,0.5,verified
2026-09-24,GLD,A,context,risk level,HIGH,HIGH,,,verified
2026-09-24,GLD,A,context,macro line (verbatim),present,present,,,verified
2026-09-24,GLD,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-24,GLD,A,context,win rate (not independently checked),,,,,not_checked
2026-09-24,GLD,A,context,beta (not independently checked),,,,,not_checked
2026-09-24,GLD,A,context,correlation (not independently checked),,,,,not_checked
